bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d6a62760-9403-4eb3-901f-4feea0739225,1,,,3825848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 23791, 'name': 'Víctor Casadesús Castaño'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5cf37e48-fb91-4279-84fd-2b375765081a,2,,,3825848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bd5a50d1-83a9-45e8-8f7f-bb07b7abdd96,3,,,3825848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['6f0c4822-239d-4a1b-ac59-29c38490dd94'],0,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6f0c4822-239d-4a1b-ac59-29c38490dd94,4,,,3825848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['bd5a50d1-83a9-45e8-8f7f-bb07b7abdd96'],0,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5b9c4127-bb43-4cc6-b5c6-02baaa66efb3,1604,,,3825848,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Eibar,322,['2e23e366-3116-4758-ad27-1bf024c5a193'],0,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e23e366-3116-4758-ad27-1bf024c5a193,1605,,,3825848,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Eibar,322,['5b9c4127-bb43-4cc6-b5c6-02baaa66efb3'],0,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.486053,,,,,,,,,,,,31ad200d-972c-4a06-ad7c-152e65b8578c,5,,"[61.0, 40.1]",3825848,0,,True,,,1.4191909,,Left Foot,,,,"[62.1, 47.3]",,Ground Pass,,7.283543,,,,,Borja González Tomás,,,,,,Kick Off,1,From Kick Off,Adrián González Morales,6557.0,Center Attacking Midfield,2,Eibar,322,['0fb170d0-078b-4eec-bd0f-93535060bf53'],0,,,,,,,,,,,,,,,Eibar,322,00:00:00.500,Pass,
,,,,,,,,,,,,,,,,1.397421,,,,,,,,,,,,0318204e-f23e-4493-ba61-f1ab39499285,7,,"[61.2, 41.3]",3825848,0,,True,,,-2.1375256,,Right Foot,,,,"[59.1, 38.0]",,Ground Pass,,3.9115214,,,,,Daniel García Carrillo,,,,,,,1,From Kick Off,Borja González Tomás,6566.0,Center Forward,2,Eibar,322,['03874a60-1451-44b3-9403-ede0dd55dad3'],0,,,,,,,,,,,,,,,Eibar,322,00:00:00.986,Pass,
,,,,,,,,,,,,,,,,1.558912,,,,,,,,,,,,dd445101-ad1b-4de8-8ffc-b5fd3d1f976a,9,,"[49.2, 33.5]",3825848,0,,,,,2.1670938,,Right Foot,,,,"[32.3, 58.4]",,Ground Pass,,30.093521,,,,,Aleksandar Pantić,,,,,,,1,From Kick Off,Daniel García Carrillo,6775.0,Left Defensive Midfield,2,Eibar,322,['a4951807-804c-4166-9328-c636d5beed2e'],4,,,,,,,,,,,,,,,Eibar,322,00:00:04.078,Pass,
,,,,,,,,,,,,,,,,1.633776,,,,,,,,,,,,01a2c6b0-b72b-4771-aa79-fca845a41857,12,,"[32.3, 58.4]",3825848,0,,,,,-1.6305542,,Right Foot,,,,"[30.2, 23.3]",,Ground Pass,,35.162766,,,,,Mauro Javier Dos Santos,,,,,,,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Eibar,322,['43c4d791-3f73-4620-a406-139d56b2af1f'],7,,,,,,,,,,,,,,,Eibar,322,00:00:07.214,Pass,
,,,,,,,,,,,,,,,,2.934427,,,,,,,,,,,,5cd78c17-e82d-454d-b76e-3286edb1936d,15,,"[40.5, 76.1]",3825848,0,,,,,-1.6587048,,Right Foot,,,,"[37.9, 46.6]",,Ground Pass,,29.614355,,,,,Aleksandar Pantić,,,,,,,1,From Kick Off,Mauro Javier Dos Santos,6837.0,Right Center Back,2,Eibar,322,['50ac42fc-bba4-4ac7-9110-2dc620a465bf'],13,,,,,,,,,,,,,,,Eibar,322,00:00:13.855,Pass,
,,,,,,,,,,,,,,,,1.267406,,,,,,,,,,,,eade683d-3e83-4e62-b5f7-039a43b892b1,19,,"[35.5, 19.4]",3825848,0,,,,,-1.1466019,,Right Foot,,,,"[43.9, 0.8]",,Ground Pass,,20.408821,,,Out,,,,,,,,,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Eibar,322,['9839f9d1-3359-4666-9002-c535af51f2be'],20,,,,,,,,,,,,,,,Eibar,322,00:00:20.324,Pass,True
,,,,,,,,,,,,,,,,0.990149,,,,,,,,,,,,e85405f4-d8bd-46c5-b834-937d69bc4b14,20,,"[69.8, 80.0]",3825848,0,,,,,-1.5707964,,,,,,"[69.8, 69.7]",,Low Pass,,10.3,,,,,José María Martín-Bejarano Serrano,,,,,,Throw-in,1,From Throw In,José Luis Morales Nogales,6668.0,Right Wing Back,3,Levante UD,221,['07ea1597-44f4-4fc7-8170-1de0183b77d9'],35,,,,,,,,,,,,,,,Levante UD,221,00:00:35.682,Pass,
,,,,,,,,,,,,,,,,0.650677,,,,,,,,,,,,e9fce8c1-510a-4b8c-85dc-fbdc0ea1541a,23,,"[69.8, 69.7]",3825848,0,,,,,1.4659194,,Right Foot,,,,"[70.4, 75.4]",,Low Pass,,5.731492,,,,,José Luis Morales Nogales,,,,,,,1,From Throw In,José María Martín-Bejarano Serrano,23970.0,Right Center Midfield,3,Levante UD,221,['56700501-9689-4956-8714-e62cb188922d'],36,,,,,,,,,,,,,,,Levante UD,221,00:00:36.753,Pass,
,,,,,,,,,,,,,,,,1.538887,,,,,,,,,,,,9800c2a9-b0da-43be-95e1-76b2db4ba3bf,26,,"[70.0, 75.4]",3825848,0,,,,,-2.110553,,Right Foot,,,,"[56.7, 53.2]",,Ground Pass,,25.879143,,,,,Zouhair Feddal,,,,,,,1,From Throw In,José Luis Morales Nogales,6668.0,Right Wing Back,3,Levante UD,221,['79cb523e-b546-4013-b5e9-3b735c281776'],37,,,,,,,,,,,,,,,Levante UD,221,00:00:37.483,Pass,
,,,,,,,,,,,,,,,,2.765677,,,,,,,,,,,,e8c27a4f-107e-423b-a275-b0d6b71de301,29,,"[56.1, 39.1]",3825848,0,,,,,-1.0877755,,Left Foot,,,,"[75.4, 2.3]",,Ground Pass,,41.55394,,,,,Antonio García Aranda,,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Center Back,3,Levante UD,221,['b5bb3d17-fc7a-46c1-bcd4-6da667b661bb'],40,,,,,,,,,,,,,,,Levante UD,221,00:00:40.579,Pass,
,,,,,,,,,,,,,,,,1.28292,,,,,,,,,,,,61fd28f1-d68a-4e7f-b10a-dd0b6fd93cd6,32,,"[86.0, 6.8]",3825848,0,,,,,-0.22164956,,Left Foot,,,,"[100.2, 3.6]",,Ground Pass,,14.556098,,,,,Jefferson Andrés Lerma Solís,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,3,Levante UD,221,['2fa4f3b2-0d5d-4c7b-b950-dd6812ee6d96'],45,,,,,,,,,,,,,,,Levante UD,221,00:00:45.817,Pass,
,,,,,,,,,,,,,,,,2.059533,,,,,,,,,,,,c6893927-0a80-46ad-bb16-54409900de80,37,,"[29.3, 80.0]",3825848,1,,,,,-0.13443021,,,,,,"[53.7, 76.7]",,High Pass,,24.622145,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,4,Eibar,322,['10589b29-9475-44b0-ae49-b585b65a342c'],3,,,,,,,,,,,,,,,Eibar,322,00:01:03.946,Pass,
,,,,,,,,,,,,,,,,1.463698,,,,,,,,,,,,10589b29-9475-44b0-ae49-b585b65a342c,38,,"[66.4, 3.4]",3825848,1,,,,,0.18416382,,Head,,,,"[76.6, 5.3]",,High Pass,,10.375452,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,4,Eibar,322,"['c6893927-0a80-46ad-bb16-54409900de80', 'fcb3b6db-5066-4e69-918d-a366dfdc168f']",6,,,,,,,,,,,,,,,Levante UD,221,00:01:06.005,Pass,
,,,,,,,,,,,,,,,,1.171197,,,,,,,,,,,,fcb3b6db-5066-4e69-918d-a366dfdc168f,40,,"[43.5, 74.8]",3825848,1,,,,True,0.124354996,,,,,,"[53.9, 76.1]",,High Pass,,10.480935,,,,,Borja González Tomás,,,,,,Recovery,1,From Throw In,Gonzalo Escalante,6712.0,Right Defensive Midfield,4,Eibar,322,"['10589b29-9475-44b0-ae49-b585b65a342c', '3cfc69ad-6c12-4491-bafa-af2d5f7451dd', 'b0be73b6-ccf4-4c4b-9b06-1b47839e5c9a']",7,,,,,,,,,,,,,,,Eibar,322,00:01:07.469,Pass,True
,,,,,,,,,,,,,,,,1.051031,,,,,,,,,,,,5fbe4112-a060-466e-a38d-9f2d7d13c0de,42,,"[51.8, 77.2]",3825848,1,,,,,0.0,,Head,,,,"[62.5, 77.2]",,High Pass,,10.7,,,Incomplete,,Sergio Gontán Gallardo,,,,,,,1,From Throw In,Borja González Tomás,6566.0,Center Forward,4,Eibar,322,"['a2435d44-8d4d-4bb7-b350-9300a22a04ae', 'e7e8c1d9-5ace-4cad-995e-832475c1a02c']",8,,,,,,,,,,,,,,,Eibar,322,00:01:08.640,Pass,
,,,,,,,,,,,,,,,,1.069645,,,,,,,,,,,,e7e8c1d9-5ace-4cad-995e-832475c1a02c,45,,"[57.6, 2.9]",3825848,1,,,,True,-0.30805278,,,,,,"[66.4, 0.1]",,Low Pass,,9.234717,,,Out,,Antonio García Aranda,,,,,,Recovery,1,From Throw In,Juan Francisco García García,26023.0,Left Center Back,4,Eibar,322,"['3286a666-7ec9-4e73-80f1-9dbaa34e3d94', '5fbe4112-a060-466e-a38d-9f2d7d13c0de', 'b988c619-c5f9-4337-ac95-036689dea727']",9,,,,,,,,,,,,,,,Levante UD,221,00:01:09.691,Pass,True
,,,,,,,,,,,,,,,,1.620465,,,,,,,,,,,,460f45cd-a259-476a-91e2-5ded7e0d899f,47,,"[51.4, 80.0]",3825848,1,,,,,-2.9410293,,,,,,"[33.2, 76.3]",,Low Pass,,18.57229,,,,,Mauro Javier Dos Santos,,,,,,Throw-in,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,5,Eibar,322,['9d33cca5-414c-49db-8ef7-a78b85c0818d'],19,,,,,,,,,,,,,,,Eibar,322,00:01:19.306,Pass,
,,,,,,,,,,,,,,,,1.750416,,,,,,,,,,,,a563cd04-5398-4bb3-b346-96923e4565df,50,,"[33.0, 75.5]",3825848,1,,,,,-1.0939045,,Left Foot,,,,"[51.6, 39.5]",,High Pass,,40.521107,,,Incomplete,,David Juncà Reñé,,,,,,,1,From Throw In,Mauro Javier Dos Santos,6837.0,Right Center Back,5,Eibar,322,"['62dff463-b229-4ee0-8147-48cbf8928713', '8414b1ac-94d3-412e-861c-b35a47bcd016']",24,,,,,,,,,,,,,,,Eibar,322,00:01:24.402,Pass,
,,,,,,,,,,,,,,,,2.026137,,,,,,,,,,,,f81df426-69dc-4252-b598-28145af7d510,55,,"[87.3, 56.6]",3825848,1,,,,,-0.18137556,,Right Foot,,,,"[116.2, 51.3]",,Ground Pass,,29.381968,,,Incomplete,,Nabil Ghilas,,,,Through Ball,True,,1,From Throw In,José Antonio García Rabasco,24149.0,Center Defensive Midfield,5,Eibar,322,"['a1f984c6-7f6c-4f70-80be-9fdc7e37b2be', 'd97cfde5-1313-40b1-bfd4-28f101c502fd', 'dc5a73c3-49a2-44b6-8db4-6ae548ce1b91']",29,,,,,,,,,,,,,,,Levante UD,221,00:01:29.269,Pass,True
,,,,,,,,,,,,,,,,5.005465,,,,,,,,,,,,6bb95153-8023-43a4-b949-de63c828c15a,58,,"[9.0, 36.7]",3825848,1,,True,,,0.11907508,,Right Foot,,,,"[109.3, 48.7]",,High Pass,,101.0153,,,Incomplete,,,,,,,,,1,From Keeper,Asier Riesgo Unamuno,10763.0,Goalkeeper,6,Eibar,322,['ba8d96e3-27a1-4665-aab3-44ef8ce2ebf8'],44,,,,,,,,,,,,,,,Eibar,322,00:01:44.605,Pass,
,,,,,,,,,,,,,,,,1.066671,,,,,,,,,,,,a152b7a2-389a-4af8-ac7d-61918d5aec9d,60,,"[64.6, 76.3]",3825848,1,,,,,-0.6407837,,Head,,,,"[76.4, 67.5]",,Low Pass,,14.720055,,,Incomplete,,,,,,,,Recovery,1,From Keeper,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,['0fd4905d-2dbb-460a-bfcb-8bf5f0ae24a7'],52,,,,,,,,,,,,,,,Eibar,322,00:01:52.342,Pass,
,,,,,,,,,,,,,,,,0.891021,,,,,,,,,,,,f28dca93-1c72-4ff5-b131-396253fd26ab,68,,"[63.2, 0.1]",3825848,2,,,,,2.1692152,,,,,,"[57.2, 8.9]",,Low Pass,,10.650822,,,,,José María Martín-Bejarano Serrano,,,,,,Throw-in,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,8,Levante UD,221,['43732a63-8d42-4035-b0f1-10d8f22d77a3'],13,,,,,,,,,,,,,,,Levante UD,221,00:02:13.018,Pass,
,,,,,,,,,,,,,,,,0.655855,,,,,,,,,,,,7b043a92-9614-45d8-b1c9-ba916f9fd4ba,71,,"[60.2, 9.1]",3825848,2,,,,,-1.1296169,,Right Foot,,,,"[63.6, 1.9]",,Low Pass,,7.962412,,,,,Antonio García Aranda,,,,,,,1,From Throw In,José María Martín-Bejarano Serrano,23970.0,Right Center Midfield,8,Levante UD,221,['9895f298-a08b-42ff-8372-966decc1e7ab'],13,,,,,,,,,,,,,,,Levante UD,221,00:02:13.989,Pass,
,,,,,,,,,,,,,,,,2.327363,,,,,,,,,,,,6f473cff-e1a6-4cdc-b745-62b93ca49fb1,74,,"[63.6, 1.4]",3825848,2,,,,,0.24870999,,Left Foot,,,,"[76.2, 4.6]",,High Pass,,13.0,,,,,Víctor Casadesús Castaño,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,8,Levante UD,221,['805b5722-b60c-4430-b723-9fff4bac9a98'],14,,,,,,,,,,,,,,,Levante UD,221,00:02:14.713,Pass,
,,,,,,,,,,,,,,,,1.167886,,,,,,,,,,,,b6b52f60-7b4f-40d3-9ce6-61676403caf6,78,,"[75.6, 3.6]",3825848,2,,,,,-2.7776136,,Right Foot,,,,"[67.2, 0.4]",,High Pass,,8.988882,,,,,Antonio García Aranda,,,,,,,1,From Throw In,Víctor Casadesús Castaño,23791.0,Left Center Forward,8,Levante UD,221,['66c30e50-5ac9-43b7-8aef-1819b8b27452'],17,,,,,,,,,,,,,,,Levante UD,221,00:02:17.759,Pass,
,,,,,,,,,,,,,,,,0.546798,,,,,,,,,,,,a3fe00ba-2ce0-4b10-b359-2004e5665cf1,81,,"[68.9, 2.3]",3825848,2,,,,,-0.10673567,,Left Foot,,,,"[77.3, 1.4]",,Low Pass,,8.448076,,,,,Jefferson Andrés Lerma Solís,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,8,Levante UD,221,['a952f76a-1397-4014-902b-e3fff8af7276'],18,,,,,,,,,,,,,,,Levante UD,221,00:02:18.937,Pass,
,,,,,,,,,,,,,,,,2.250041,,,,,,,,,,,,3937906b-dcd0-4284-a3d0-4b163a6ca73a,85,,"[38.5, 78.9]",3825848,2,,,,,-0.5135387,,Right Foot,,,,"[67.4, 62.6]",,High Pass,,33.179813,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,8,Levante UD,221,['671f1ad3-4d8b-4b2a-b07a-9bfc3b9d34df'],20,,,,,,,,,,,,,,,Eibar,322,00:02:20.342,Pass,
,,,,,,,,,,,,,,,,2.103308,,,,,,,,,,,,dfd8dc7b-2def-4d67-9436-07ed48f8279f,88,,"[68.9, 18.3]",3825848,2,,,,,-0.49513325,,Left Foot,,,,"[98.9, 2.1]",,Ground Pass,,34.094574,,,,,Antonio García Aranda,,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Center Back,8,Levante UD,221,['a9568ec0-e77c-4311-9fd2-26e59aebec60'],26,,,,,,,,,,,,,,,Levante UD,221,00:02:26.440,Pass,
,,,,,,,,,,,,,,,,2.190991,,,,,,,,,,,,a894916a-77ca-45bb-bfd1-124f73785497,91,,"[94.2, 4.0]",3825848,2,,,,,1.1432658,,Left Foot,True,,,"[113.2, 45.7]",,High Pass,,45.82456,,,Incomplete,,José Antonio García Rabasco,,,True,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,8,Levante UD,221,"['8548f340-83ab-4ba9-8b92-0f8f39128c34', 'c34ed52f-a357-4afd-8e0f-d98cb221ac07']",30,,,,,,,,,,,,,,,Levante UD,221,00:02:30.870,Pass,
,,,,,,,,,,,,,,,,1.334491,,,,,,,,,,,,1572c8dd-57a0-4c52-bc67-78deb35109a5,94,,"[120.0, 80.0]",3825848,2,,,,,-1.749249,cc4063a7-1677-4b93-9e1b-87fd42d4e03e,Right Foot,,,,"[113.2, 42.3]",,High Pass,,38.308353,,,,True,Jefferson Andrés Lerma Solís,True,,,Outswinging,,Corner,1,From Corner,José Antonio García Rabasco,24149.0,Center Defensive Midfield,9,Levante UD,221,['7650e669-6b6d-4f6f-982e-0b130ef508cc'],57,,,,,,,,,,,,,,,Levante UD,221,00:02:57.383,Pass,
,,,,,,,,,,,,,,,,3.457981,,,,,,,,,,,,4243536c-d72d-4c98-b8df-12e2a79663a4,99,,"[7.0, 36.1]",3825848,3,,,,,-0.19770622,,Right Foot,,,,"[68.9, 23.7]",,High Pass,,63.129787,,,Incomplete,,Adrián González Morales,,,,,,Goal Kick,1,From Goal Kick,Asier Riesgo Unamuno,10763.0,Goalkeeper,10,Eibar,322,"['b50dfae2-70e1-4061-9ccf-2e9ecad51e34', 'bf524d16-242e-4cd4-ad5e-23fcc860de27']",28,,,,,,,,,,,,,,,Eibar,322,00:03:28.200,Pass,
,,,,,,,,,,,,,,,,0.637482,,,,,,,,,,,,b50dfae2-70e1-4061-9ccf-2e9ecad51e34,102,,"[51.2, 56.4]",3825848,3,,,,True,-0.03736578,,,,,,"[61.9, 56.0]",,Low Pass,,10.707474,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,José María Martín-Bejarano Serrano,23970.0,Right Center Midfield,10,Eibar,322,"['242037fa-b35d-4223-a044-a4ab5a4940ea', '4243536c-d72d-4c98-b8df-12e2a79663a4', '5c19eb1c-d6bc-4bdb-b475-c145d8e1c49b']",31,,,,,,,,,,,,,,,Levante UD,221,00:03:31.658,Pass,True
,,,,,,,,,,,,,,,,1.03122,,,,,,,,,,,,a2499812-8828-4339-9975-d3baa16e545d,106,,"[63.8, 27.1]",3825848,3,,,,,-1.2541391,,Right Foot,,,,"[69.6, 9.4]",,Ground Pass,,18.626057,,,,,Takashi Inui,,,,,,,1,From Goal Kick,Daniel García Carrillo,6775.0,Left Defensive Midfield,10,Eibar,322,"['5cd8433e-73fb-4430-aa9d-412118878a37', '9152522d-b078-429a-9ae9-d2bf9d1ff8e1']",33,,,,,,,,,,,,,,,Eibar,322,00:03:33.232,Pass,True
,,,,,,,,,,,,,,,,1.127407,,,,,,,,,,,,1663f4cc-3bd5-4290-b107-2695e79305b3,109,,"[70.4, 12.1]",3825848,3,,,,,-2.7383113,,Right Foot,,,,"[62.9, 8.9]",,Ground Pass,,8.15414,,,,,Daniel García Carrillo,,,,,,,1,From Goal Kick,Takashi Inui,5687.0,Left Wing,10,Eibar,322,['bb2d80ec-bd52-4a8d-a524-cddfe605020a'],37,,,,,,,,,,,,,,,Eibar,322,00:03:37.317,Pass,
,,,,,,,,,,,,,,,,2.425371,,,,,,,,,,,,33453aef-727d-48a4-8026-8e6949cadfc6,112,,"[66.6, 6.4]",3825848,3,,,,,0.021735707,,Left Foot,,,,"[103.4, 7.2]",,High Pass,,36.808693,,,,,David Juncà Reñé,,,,,,,1,From Goal Kick,Daniel García Carrillo,6775.0,Left Defensive Midfield,10,Eibar,322,['a9e6d24c-8624-4b05-a997-be9610891397'],39,,,,,,,,,,,,,,,Eibar,322,00:03:39.630,Pass,
,,,,,,,,,,,,,,,,1.083993,,,,,,,,,,,,ccb3bede-c0cd-4c9e-ba81-c2ade678870d,115,,"[107.8, 4.0]",3825848,3,,,,,1.3721105,,Left Foot,True,,,"[113.8, 33.8]",,Low Pass,,30.398026,,,Unknown,,Borja González Tomás,,,,,,,1,From Goal Kick,David Juncà Reñé,6776.0,Left Back,10,Eibar,322,['dfbb1d80-ff2e-40c2-af01-98ee8d8b1726'],43,,,,,,,,,,,,,,,Eibar,322,00:03:43.631,Pass,
,,,,,,,,,,,,,,,,3.795092,,,,,,,,,,,,95e52036-d3f6-4e23-a1dc-a6e6fbb105d9,119,,"[6.7, 44.2]",3825848,4,,,,,0.45066133,,Right Foot,,,,"[62.5, 71.2]",,High Pass,,61.989033,,,,,Nabil Ghilas,,,,,,Free Kick,1,From Free Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,11,Levante UD,221,['cd53d550-4559-435f-90bb-b408f0fc9b2f'],11,,,,,,,,,,,,,,,Levante UD,221,00:04:11.318,Pass,
,,,,,,,,,,,,,,,,0.572435,,,,,,,,,,,,7b1c37a5-c35e-4acc-adc3-da4a487a5133,124,,"[52.2, 8.3]",3825848,4,,,,,-0.47951928,,Right Foot,,,,"[57.2, 5.7]",,Low Pass,,5.635601,,,Incomplete,,Takashi Inui,,,,,,Recovery,1,From Free Kick,Daniel García Carrillo,6775.0,Left Defensive Midfield,11,Levante UD,221,"['8e71a5e6-6693-467b-9ad4-fe7b369226fc', 'cc1407a3-a9e9-433d-8775-fde1142aa5ef']",17,,,,,,,,,,,,,,,Eibar,322,00:04:17.699,Pass,
,,,,,,,,,,,,,,,,1.107617,,,,,,,,,,,,6269076f-3d61-4c51-a19d-f4c15a1d1afd,127,,"[56.9, 12.8]",3825848,4,,,,,-3.051672,,Head,,,,"[44.7, 11.7]",,Low Pass,,12.24949,,,,,Aleksandar Pantić,,,,,,Recovery,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,12,Eibar,322,['91fb2cc0-b55a-46fe-9890-96ff68bb0bd5'],18,,,,,,,,,,,,,,,Eibar,322,00:04:18.818,Pass,
,,,,,,,,,,,,,,,,3.803085,,,,,,,,,,,,5eeaff50-8229-483f-8a82-9bba0a30fee0,131,,"[44.7, 11.7]",3825848,4,,,,,1.6985022,,Left Foot,,,,"[38.1, 63.1]",,Ground Pass,,51.822002,,,,,Ander Capa Rodríguez,,,True,,,,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,12,Eibar,322,['31e37f3f-d804-4fa2-aa20-95ec84e5a7c5'],21,,,,,,,,,,,,,,,Eibar,322,00:04:21.351,Pass,
